user_id;country;sex;height;weight;age;years_cl;grades_count;grades_first;grades_last;grades_max;grades_mean;year_first;year_last
11577;NLD;0;180;68;39;20;54;49;49;53;47.2037037;2004;2009
11581;USA;0;183;73;40;21;194;53;51;64;53.8556701;2006;2017
11582;ESP;0;171;63;25;13;78;46;53;66;56;2006;2016
11590;FRA;0;179;68;29;16;17;57;55;57;50.11764706;2005;2004
11603;AUT;0;173;63;27;14;109;68;72;75;66.44954128;2005;2013
11612;ITA;0;180;58;25;13;112;54;49;66;53.28571429;2005;2011
11618;BRA;0;188;78;29;14;24;49;53;64;54.875;2006;2013
11625;ESP;0;180;78;39;14;8;62;57;62;58.125;2005;2005
11628;DEU;0;173;68;34;20;174;68;51;70;59.48275862;2003;2014
11631;CZE;0;187;78;35;28;46;46;53;57;48.60869565;2005;2008
11635;BRA;0;185;63;30;12;1;44;44;44;44;2006;2006
11654;GBR;0;178;73;35;22;260;59;62;69;60.35;2004;2017
11664;ESP;0;168;63;42;24;48;61;56;68;62.125;1998;2007
11666;USA;0;181;73;47;25;377;46;46;55;41.02122016;2001;2017
11672;POL;0;180;73;33;19;40;53;49;57;50.25;2005;2006
11673;DEU;0;181;68;32;17;240;66;68;70;63.79583333;2005;2017
11676;ITA;0;170;58;38;17;1;62;62;62;62;2005;2005
11678;ESP;0;169;63;35;12;18;31;36;38;33.94444444;2006;2006
11679;ESP;0;178;78;36;18;178;40;52;62;47.01685393;2006;2013
11689;GBR;0;178;73;36;17;112;49;57;62;51.75892857;2006;2015
11695;FRA;0;195;88;41;13;52;36;40;42;37.30769231;2006;2011
11715;NOR;0;171;63;51;16;137;46;57;62;49.86861314;2005;2017
11717;other;0;180;73;43;17;7;46;46;51;45;2006;2006
11718;NLD;0;167;63;33;14;46;36;33;51;37.82608696;2003;2009
11726;MEX;0;181;63;32;12;12;44;55;59;50.5;2006;2011
11731;FRA;0;178;78;29;17;21;53;53;57;51.38095238;2005;2007
11748;HRV;0;188;83;32;12;3;46;36;46;40.66666667;2006;2006
11751;NOR;0;184;73;35;14;150;42;46;59;44.76666667;2006;2009
11753;other;0;172;58;30;14;35;65;49;72;58.48571429;2010;2011
11756;ESP;0;178;73;31;12;121;51;49;62;52.76033058;2006;2011
11757;AUT;0;182;73;52;17;510;40;46;55;39.3372549;2005;2011
11785;FRA;0;171;58;50;27;412;62;49;64;53.27912621;2006;2017
11787;USA;0;165;63;34;15;28;49;44;57;49.5;2006;2008
11789;other;0;181;68;33;16;37;55;75;75;61.45945946;2006;2016
11794;ESP;0;182;73;42;23;14;59;62;62;56.42857143;2004;2004
11801;other;0;179;68;34;19;220;57;57;64;54.81818182;2006;2017
11808;AUS;1;160;48;24;19;22;36;49;51;40.13636364;2005;2009
11821;ESP;0;172;78;34;18;1;49;49;49;49;2006;2006
11834;BRA;0;177;68;37;22;15;64;57;64;55.8;2002;2000
11840;FRA;0;173;63;31;25;1;55;55;55;55;2006;2006
11852;USA;0;183;78;36;17;156;53;55;68;56.89102564;2005;2017
11854;BRA;1;169;48;31;12;2;44;42;44;43;2007;2007
11858;BRA;0;173;83;53;13;117;39;33;55;40.20512821;2006;2017
11860;DNK;0;188;73;36;17;33;40;44;49;43.36363636;2006;2006
11873;FRA;0;168;53;29;14;1;62;62;62;62;2005;2005
11899;USA;0;168;58;31;12;56;53;51;58;46.07142857;2008;2017
11910;USA;0;180;68;42;14;265;46;49;57;44.46415094;2005;2007
11916;SWE;0;170;73;46;27;17;36;42;44;39.76470588;2006;2006
11917;other;0;185;78;30;16;114;64;59;70;59.55263158;2005;2010
11918;other;0;179;53;31;15;56;51;53;59;44.35714286;2006;2013
11919;SWE;1;167;58;40;14;14;32;44;44;37.35714286;2006;2006
11920;ESP;0;190;73;31;12;29;36;42;51;39.82758621;2006;2016
11921;POL;1;181;78;33;12;279;40;51;53;40.86021505;2008;2017
11923;NLD;0;184;73;33;12;214;44;51;62;51.07476636;2006;2017
11930;FRA;0;190;78;28;14;126;46;38;61;45.26984127;2006;2017
11935;USA;0;175;73;35;12;70;49;49;57;47.91428571;2006;2010
11938;POL;0;176;68;40;16;39;51;42;51;42.48717949;2006;2006
11943;POL;0;180;63;35;19;33;53;49;53;43.72727273;2005;2008
11951;USA;0;163;63;33;13;7;44;38;49;42.57142857;2006;2006
11953;SWE;0;172;68;39;17;101;55;64;64;55.72277228;2006;2011
11955;ESP;0;168;58;31;12;20;44;44;55;45.6;2005;2007
11956;ITA;0;176;63;28;16;222;53;62;72;59.88738739;2006;2012
11969;AUT;0;190;88;44;13;61;48;42;54;40.98360656;2006;2010
11972;BRA;0;176;68;30;24;2;57;53;57;55;2005;2010
11979;BRA;0;174;58;36;21;158;66;59;68;54.36708861;2007;2011
11984;BRA;0;170;63;34;18;14;51;55;66;57.57142857;2005;2008
12001;CHE;0;175;68;39;14;60;35;38;49;40.71666667;2006;2010
12002;ESP;0;179;73;36;12;138;33;36;51;39.05072464;2005;2011
12005;POL;0;177;73;44;17;17;44;59;59;52.76470588;2006;2006
12012;USA;0;177;68;32;15;23;50;46;53;44;2006;2010
12015;USA;0;176;73;38;22;39;59;36;59;52.05128205;2000;2006
12017;FRA;1;167;63;39;22;151;36;40;44;36.55629139;2006;2010
12019;USA;0;200;73;34;13;92;51;44;53;41.41304348;2006;2008
12031;BEL;1;168;58;30;19;37;59;64;68;61.97297297;2007;2010
12036;USA;1;160;48;35;17;3;36;31;36;32;2006;2002
12046;PRT;0;180;63;33;17;211;62;59;64;50.08530806;2005;2011
12049;ESP;1;169;63;38;17;144;36;51;55;40.54166667;2006;2013
12052;SWE;0;184;73;43;19;180;40;44;51;40.58333333;2006;2013
12063;FRA;1;167;53;29;17;14;38;33;44;35;2005;2006
12074;NOR;0;184;83;40;17;1;50;50;50;50;2004;2004
12080;NOR;0;175;63;31;17;261;53;55;68;53.77011494;2006;2016
12081;ITA;0;172;63;36;17;7;44;51;51;46.85714286;2005;2005
12084;ESP;0;163;53;28;16;62;55;36;55;41.24193548;2006;2016
12085;POL;0;192;68;31;14;271;36;40;53;40.18081181;2005;2017
12086;SWE;0;190;83;30;20;20;40;51;55;46.65;2008;2009
12087;USA;0;149;63;33;14;147;51;51;62;49.61904762;2005;2017
12090;FRA;0;175;68;40;17;529;62;57;68;59.71455577;2006;2017
12091;other;0;176;58;34;13;106;46;57;59;44.75471698;2006;2017
12094;FRA;0;170;63;29;17;321;53;55;62;52.64797508;2007;2017
12097;ESP;1;159;48;34;17;1;57;57;57;57;2010;2010
12100;other;0;187;73;34;16;3;44;46;46;44.66666667;2005;2006
12103;ESP;0;169;68;27;14;75;53;64;64;52.89333333;2006;2011
12110;other;0;178;68;30;14;3;55;46;55;48.33333333;2007;2006
12117;ESP;0;181;73;34;17;4;46;42;46;42;2006;2006
12126;GBR;0;175;68;47;23;24;49;49;62;50.875;2006;2010
12128;CHE;0;183;68;35;13;1;44;44;44;44;2006;2006
12130;other;0;180;73;40;21;8;46;49;52;47.75;2005;2008
12133;FRA;0;181;68;27;15;201;50;49;64;53.7761194;2005;2017
12146;SWE;0;180;68;33;12;5;36;38;38;36.2;2006;2006
12157;ESP;0;175;73;43;21;10;53;46;53;48;2006;2006
12158;BRA;0;185;68;42;19;1;42;42;42;42;2006;2006
12160;HRV;1;168;53;39;11;38;29;36;44;32.65789474;2006;2008
12167;POL;1;174;63;35;15;60;36;40;46;36.71666667;2006;2009
12168;BRA;0;177;68;35;15;3;46;51;53;50;2013;2015
12170;RUS;0;181;68;39;15;218;51;46;62;48.81192661;2005;2017
12179;USA;0;175;63;31;14;32;36;42;51;40.78125;2008;2009
12182;SVN;0;178;73;33;18;28;53;51;59;52.42857143;2008;2011
12186;GBR;0;174;68;37;12;44;36;42;49;39.04545455;2007;2007
12187;POL;0;175;68;38;13;409;42;42;55;39.95599022;2005;2017
12207;ESP;0;173;63;38;21;297;53;59;66;53.85185185;2006;2017
12211;BRA;0;181;73;38;21;77;49;40;64;47.68831169;2007;2010
12213;AUT;0;175;68;42;17;119;51;46;54;40.95798319;2006;2010
12214;BRA;0;180;83;36;14;4;44;40;44;40.5;2006;2016
12221;FRA;0;178;68;28;17;116;62;62;68;60.28448276;2005;2008
12222;ITA;1;170;58;35;10;15;31;40;40;32.6;2007;2010
12223;MEX;0;183;78;32;14;17;54;38;55;48.11764706;2005;2016
12224;ESP;0;175;63;32;17;1;41;41;41;41;2006;2006
12227;ESP;0;181;73;35;15;7;36;49;53;44.42857143;2007;2009
12230;AUT;0;170;58;29;13;2;42;32;42;37;2006;2006
12236;AUS;0;181;73;31;17;39;57;53;62;54.05128205;2006;2016
12238;HRV;1;165;48;37;11;35;31;29;38;30.37142857;2006;2007
12241;SWE;0;182;73;52;17;77;49;46;57;46.11688312;2005;2010
12243;FRA;0;188;78;38;14;23;36;42;51;41.17391304;2004;2006
12250;MEX;1;161;48;40;17;161;55;51;66;49.85714286;2005;2016
12253;RUS;0;179;68;30;15;220;44;66;70;58.07272727;2006;2017
12262;AUS;1;180;58;32;14;123;55;55;62;52.78861789;2006;2008
12272;MEX;0;175;58;29;17;106;62;70;70;56.23584906;2007;2017
12273;NOR;0;171;68;33;13;47;44;44;51;42.65957447;2007;2008
12275;PRT;0;172;63;48;19;196;45;49;62;51.60204082;2006;2015
12280;ESP;0;185;68;26;17;52;53;57;62;53.71153846;2005;2008
12287;ITA;0;173;58;41;17;64;66;59;66;59.515625;2006;2010
12292;FRA;0;180;68;37;14;1;46;46;46;46;2005;2005
12303;PRT;0;174;58;36;19;22;42;44;53;45.63636364;2005;2006
12307;NOR;0;174;68;39;12;9;44;46;49;45;2007;2007
12312;SWE;0;185;68;35;14;39;42;44;53;42;2006;2007
12317;other;0;176;63;38;23;26;38;46;57;43.61538462;2005;2012
12323;NOR;0;176;73;35;19;6;62;66;66;60.5;2005;2006
12331;FRA;0;175;68;49;28;336;49;52;57;42.7827381;2005;2011
12337;SWE;0;189;78;40;12;8;36;42;42;38.25;2006;2006
12340;ESP;0;173;63;32;13;160;49;49;59;50.35625;2006;2014
12341;BRA;0;182;63;37;12;1;35;35;35;35;2007;2007
12344;CAN;0;195;83;31;12;8;51;51;53;51.5;2010;2011
12347;FRA;0;177;73;28;13;224;51;57;69;58.04464286;2005;2017
12348;CHE;0;168;63;34;13;2;49;57;57;53;2006;2008
12353;POL;0;190;78;40;12;20;38;33;40;35.05;2005;2006
12377;USA;0;185;68;31;17;5;64;68;68;63.4;2010;2015
12379;ZAF;0;179;68;32;23;70;57;57;70;57.51428571;2006;2010
12385;POL;0;180;68;29;14;165;70;68;72;57.37575758;2012;2013
12386;ITA;1;170;63;46;13;26;29;36;41;34.38461538;2006;2007
12391;MEX;1;158;53;34;13;26;44;46;49;41.84615385;2008;2009
12394;ESP;0;188;83;32;12;10;36;49;49;41.9;2006;2008
12402;POL;0;188;78;38;14;7;46;53;53;49.42857143;2011;2015
12415;BEL;0;175;63;26;14;9;36;29;40;32.77777778;2007;2008
12423;USA;0;179;68;33;13;98;36;58;66;52.34693878;2007;2014
12429;other;1;168;58;33;17;8;42;33;49;39.125;2006;2006
12440;ESP;0;176;63;35;12;16;40;33;44;36.5;2006;2009
12443;FRA;0;184;68;32;14;253;49;51;64;53.24110672;2006;2017
12447;NOR;0;178;73;35;14;4;46;49;53;49.25;2010;2010
12451;DEU;0;168;58;39;17;2;36;33;36;34.5;2006;2006
12452;SWE;1;159;63;30;12;4;29;33;33;31;2005;2008
12457;USA;0;176;68;28;12;6;46;51;59;49.83333333;2006;2014
12459;DNK;0;195;88;40;12;32;45;33;46;35.40625;2008;2010
12470;other;0;151;40;21;16;3;33;31;33;32.33333333;2006;2006
12478;DEU;0;182;73;38;14;818;39;40;54;41.64914425;2006;2017
12481;FRA;0;180;63;30;13;4;42;40;42;39;2006;2006
12483;GBR;0;174;68;42;28;63;62;46;62;54.57142857;2006;2012
12486;USA;0;177;68;40;14;39;33;40;53;43.48717949;2006;2006
12488;POL;0;185;83;36;13;31;38;38;53;40.70967742;2006;2007
12492;ESP;0;170;73;43;12;2;29;33;33;31;2006;2006
12496;USA;0;178;63;26;16;23;46;44;54;48.82608696;2008;2012
12499;USA;0;178;68;35;17;18;46;53;57;50.77777778;2009;2009
12502;SWE;0;181;63;32;15;115;57;62;68;53.92173913;2006;2012
12504;FRA;0;178;73;33;16;2;42;42;42;42;2007;2009
12509;other;0;175;73;36;16;18;49;57;57;50.94444444;2006;2007
12512;SWE;0;176;73;45;14;4;44;38;44;38.75;2006;2007
12513;USA;0;171;63;35;22;24;53;53;55;50.20833333;2006;2008
12514;AUT;0;174;63;36;16;10;57;62;62;57.1;2006;2007
12520;NOR;0;179;73;39;14;266;49;55;62;43.88721805;2005;2016
12521;ESP;0;164;58;39;17;276;61;57;70;55.35144928;2006;2017
12523;other;0;189;78;30;16;22;36;36;48;36.36363636;2006;2010
12525;GBR;0;170;73;31;18;6;49;59;59;52;2007;2008
12528;other;1;152;43;40;22;5;50;55;55;52.6;2007;2012
12534;SWE;0;187;78;34;12;82;36;36;44;34.86585366;2007;2009
12536;GBR;0;175;68;35;13;22;64;49;64;55.13636364;2014;2015
12537;ESP;0;170;63;42;23;50;64;55;66;57.18;2006;2012
12544;SWE;0;180;83;39;11;11;38;31;38;31.54545455;2006;2008
12546;POL;0;180;68;29;13;1;46;46;46;46;2005;2005
12548;other;1;169;58;41;15;206;49;53;58;51.24757282;2004;2017
12552;other;0;180;73;33;17;3;36;36;36;35;2006;2007
12556;SWE;0;193;83;33;12;16;29;31;42;32.8125;2006;2007
12558;ESP;0;182;78;38;20;517;62;57;68;60.40618956;2006;2017
12571;SWE;0;177;68;47;13;63;35;40;46;38.80952381;2006;2013
12576;MEX;0;170;58;40;12;14;44;36;46;39.21428571;2007;2008
12578;other;1;169;48;32;13;29;38;38;53;42.44827586;2006;2012
12583;FRA;0;173;63;39;15;360;38;49;64;52.39444444;2006;2017
12588;CAN;0;186;78;41;17;1;44;44;44;44;2006;2006
12589;USA;0;187;68;22;15;13;44;46;51;40.07692308;2006;2011
12590;POL;0;183;68;38;14;158;51;36;53;41.09493671;2005;2009
12596;DEU;0;175;68;31;17;10;57;51;57;51.5;2006;2006
12599;RUS;0;178;58;32;14;125;38;46;66;51.704;2006;2016
12602;BEL;0;177;68;26;15;161;48;75;75;56.88198758;2007;2016
12603;NOR;0;180;78;38;12;53;54;59;61;49.66037736;2006;2009
12607;SWE;1;160;53;42;13;18;36;39;44;37.61111111;2006;2008
12613;AUS;1;154;53;37;17;20;32;40;44;35.75;2006;2012
12617;DEU;0;184;73;28;11;176;51;53;64;49.36363636;2006;2015
12623;other;0;174;63;36;16;186;49;49;62;51.39247312;2005;2017
12626;ESP;0;168;53;49;26;88;46;46;53;47.17045455;2006;2008
12628;other;1;164;58;31;17;3;49;41;49;44;2005;2005
12632;NOR;0;178;63;26;13;4;51;53;53;50.5;2007;2007
12635;PRT;1;159;53;46;14;96;36;38;44;36.1875;2006;2009
12638;CAN;1;160;43;34;17;131;46;53;62;51.09160305;2005;2011
12639;CHE;0;185;83;48;24;20;42;55;57;46;2006;2010
12645;BRA;1;163;48;37;14;6;46;31;46;40.5;2006;2004
12647;ESP;0;180;58;28;12;116;55;70;70;60.0862069;2006;2011
12652;ESP;0;174;73;40;17;197;59;49;64;53.54822335;2006;2017
12653;ESP;1;162;53;44;21;37;49;46;51;46.59459459;2006;2007
12655;FRA;0;183;73;37;12;44;53;50;53;47.40909091;2006;2007
12656;other;0;175;63;33;16;24;64;70;70;61.41666667;2006;2006
12660;BRA;0;200;83;42;14;235;46;51;57;43.02553191;2005;2017
12664;DEU;0;172;73;41;15;89;49;46;57;48.34831461;2006;2017
12667;ITA;0;173;68;39;17;24;44;57;57;46.79166667;2006;2007
12673;NOR;0;182;73;39;21;12;49;46;55;48;2004;2004
12678;ESP;0;175;68;40;17;25;59;55;64;56.48;2005;2007
12697;CHE;0;183;68;48;17;194;55;46;62;49.70618557;2006;2017
12709;FRA;0;170;68;28;13;3;33;31;33;31.66666667;2006;2006
12711;ESP;0;188;83;35;13;375;33;40;51;36.98666667;2008;2012
12712;other;0;176;68;40;12;12;44;38;44;35.75;2006;2006
12718;CAN;0;183;78;39;13;22;51;49;51;46.81818182;2006;2009
12723;NLD;0;185;78;45;13;193;36;46;49;39.17098446;2006;2016
12734;DEU;0;180;68;29;11;70;40;33;46;34.85714286;2008;2017
12737;NOR;0;187;73;35;17;7;29;33;42;35;2006;2006
12752;other;1;158;48;40;17;7;53;44;53;45.14285714;2006;2006
12768;other;0;179;68;29;15;116;36;64;64;51.29310345;2005;2017
12775;ESP;0;178;78;36;15;90;49;55;57;48.22222222;2006;2007
12776;NLD;1;164;58;32;15;212;35;46;59;42.5754717;2006;2016
12789;HRV;1;163;53;40;14;72;35;38;46;39.27777778;2006;2017
12790;ESP;1;169;53;36;15;50;55;46;59;50.2;2006;2006
12792;ESP;0;174;68;40;27;35;40;51;55;45.14285714;2009;2012
12799;other;0;174;68;33;15;184;49;55;62;52.00543478;2005;2016
12804;NLD;0;184;73;33;15;306;57;51;62;50.5;2006;2017
12809;AUT;1;173;53;43;13;2;44;38;44;41;2006;2006
12819;AUT;0;180;78;31;15;85;57;53;62;54.25882353;2006;2017
12825;SWE;0;177;63;38;15;5;53;49;55;52.2;2006;2006
12827;USA;0;149;58;32;12;27;37;36;44;34.74074074;2006;2007
12829;ITA;0;175;63;27;17;134;57;66;75;62.82835821;2006;2017
12830;other;0;182;73;32;16;434;61;64;68;60.4124424;2006;2017
12837;SWE;0;180;73;32;11;42;49;59;64;52.97619048;2008;2012
12848;CAN;1;164;53;41;13;12;50;51;55;51;2006;2007
12854;ESP;0;169;58;46;20;16;51;49;55;51.625;2006;2008
12862;ESP;1;164;48;37;11;37;38;33;40;34.24324324;2006;2008
12864;USA;0;175;73;49;29;3;53;53;53;53;2002;2004
12869;USA;0;170;63;34;17;42;51;51;59;46.71428571;2006;2009
12870;USA;0;170;58;27;12;15;53;59;62;53.53333333;2008;2013
12871;other;0;155;40;23;13;102;36;55;55;43.61764706;2006;2008
12873;PRT;0;178;73;40;12;199;36;40;55;42.1758794;2006;2008
12876;CHE;0;187;78;30;17;200;51;62;64;52.285;2006;2017
12888;NOR;0;170;73;43;22;137;51;49;59;44.82481752;2006;2016
12889;NLD;0;194;83;40;21;210;29;38;55;38.10952381;2005;2017
12895;ITA;0;173;73;48;28;73;49;59;62;55.17808219;2007;2016
12896;ZAF;0;179;63;28;14;8;57;46;57;47.5;2007;2012
12899;other;0;172;68;30;17;24;51;62;62;49.04166667;2006;2008
12913;ESP;0;180;63;32;15;120;36;38;49;39.5;2007;2016
12921;CAN;0;181;68;35;15;1;33;33;33;33;2006;2006
12927;POL;0;174;68;32;12;10;41;49;51;43.8;2006;2006
12928;ITA;0;167;53;23;16;125;40;59;69;53.752;2006;2013
12933;CHE;0;170;73;41;14;1;36;36;36;36;2008;2008
12944;POL;0;175;68;41;26;211;62;51;66;58.01421801;2011;2017
12948;CZE;1;174;53;42;17;77;44;44;55;46.90909091;2003;2009
12951;other;0;181;73;38;16;7;49;53;53;49.42857143;2003;2006
12955;ITA;0;168;63;49;25;34;57;57;62;55.85294118;2006;2015
12966;ESP;0;177;63;40;24;3;51;49;51;49.66666667;2008;2009
12967;USA;0;178;68;29;16;133;29;44;53;40.19548872;2006;2011
12972;ESP;0;175;73;40;28;402;62;62;69;60.9800995;2006;2017
12985;ITA;0;185;83;50;15;14;33;29;44;35.28571429;2006;2009
12989;ESP;0;170;63;26;11;393;30;57;65;51.05343511;2006;2017
12992;BEL;0;189;78;50;20;10;62;57;64;60.6;2006;2000
12993;USA;0;165;53;26;13;39;51;62;64;57.35897436;2006;2010
12995;USA;1;164;58;30;17;37;49;42;53;42.64864865;2006;2009
12996;NOR;1;164;53;44;15;2;39;40;40;39.5;2005;2005
12998;SWE;0;170;68;38;17;157;57;59;62;52.50318471;2006;2017
13001;ITA;0;166;53;46;16;2;29;33;33;31;2006;2006
13002;GBR;1;165;58;41;24;28;29;38;42;36.89285714;2006;2006
13003;NLD;0;182;68;34;16;30;50;44;51;46.53333333;2006;2009
13008;other;0;181;73;38;16;91;49;64;64;48.74725275;2006;2011
13013;BRA;0;168;63;32;13;77;46;51;62;49.92207792;2006;2013
13014;NOR;0;177;68;29;13;352;55;55;72;57.19602273;2006;2017
13015;SWE;0;182;88;45;13;13;53;51;53;49.46153846;2006;2007
13016;USA;0;183;68;30;17;43;36;29;40;30.58139535;2006;2009
13018;other;0;192;68;33;19;11;55;53;59;54.45454545;2007;2009
13020;NOR;0;178;83;42;17;6;43;41;43;40.66666667;2006;2003
13021;ZAF;0;180;68;27;15;18;49;40;55;40.22222222;2006;2006
13023;USA;0;170;68;35;12;1;36;36;36;36;2010;2010
13025;POL;0;182;73;35;17;53;55;55;59;50.47169811;2006;2007
13044;NOR;0;193;93;42;15;6;42;44;44;39.83333333;2006;2006
13045;ESP;1;162;53;43;21;5;44;40;44;40;2006;2006
13053;FRA;0;175;63;40;21;16;68;66;70;65.0625;2006;2007
13059;ESP;1;162;48;40;15;172;62;53;64;55.3255814;2004;2013
13063;ESP;0;169;68;37;15;50;49;49;57;50.22;2005;2006
13065;other;0;176;73;35;17;5;36;36;38;36.8;2008;2008
13077;ESP;0;172;63;37;16;226;49;51;57;47.53097345;2004;2017
13079;SWE;0;174;68;37;12;33;36;42;44;36.06060606;2006;2007
13080;SWE;0;179;68;36;12;59;42;36;49;37.40677966;2007;2011
13082;SWE;0;172;73;37;17;14;53;59;62;53.14285714;2006;2008
13093;AUT;0;173;68;38;15;56;57;53;57;47.375;2006;2011
13102;BRA;0;189;83;33;14;130;28;51;53;45.12307692;2008;2016
13103;other;0;183;68;27;12;6;51;44;51;44.33333333;2006;2006
13115;ESP;0;175;83;42;20;109;53;57;62;47.16513761;2006;2015
13120;CAN;0;188;78;34;25;4;44;38;53;45.25;2006;2006
13122;DNK;0;175;68;46;21;72;38;38;49;39.86111111;2006;2013
13125;GBR;0;186;73;39;14;20;49;51;53;43.2;2007;2008
13128;AUS;1;164;58;36;16;22;46;49;49;43.31818182;2005;2007
13130;ESP;1;148;43;42;14;9;33;33;33;31.22222222;2006;2005
13132;SVN;0;188;73;34;19;199;59;55;68;53.07035176;2006;2017
13137;SWE;0;176;68;31;13;25;33;29;44;33.24;2005;2008
13139;NOR;0;172;63;40;15;57;53;42;62;51.75438596;2005;2010
13140;AUS;0;180;73;42;20;15;53;55;57;52.26666667;2005;1999
13141;ITA;0;170;53;35;17;73;64;62;70;63.01369863;2006;2016
13148;AUS;0;180;68;25;13;200;53;59;75;60.115;2007;2017
13179;other;0;173;58;41;22;35;63;49;64;55.34285714;2005;2012
13180;other;1;157;43;42;16;1;51;51;51;51;2006;2006
13181;SWE;0;182;68;41;16;68;29;40;42;34.66176471;2006;2016
13190;RUS;0;176;78;35;12;13;29;44;44;36.76923077;2006;2006
13193;AUT;0;171;68;30;16;10;38;40;53;40.7;2004;2006
13198;other;0;180;68;33;18;7;62;62;62;59.71428571;2006;2007
13202;SWE;0;192;88;36;12;44;40;33;49;36.68181818;2007;2008
13204;other;1;166;53;28;16;52;42;36;59;46.40384615;2006;2013
13205;MEX;0;167;58;31;12;2;40;43;43;41.5;2006;2006
13210;ESP;0;177;68;24;17;303;49;66;70;56.9009901;2007;2017
13213;CHE;0;182;78;65;17;52;46;38;53;40.48076923;2006;2010
13219;ESP;0;180;73;30;13;10;52;42;52;45.3;2006;2007
13222;NOR;0;183;78;40;20;3;29;36;36;31.33333333;2006;2006
13223;FRA;0;178;68;28;13;1;42;42;42;42;2006;2006
13229;CAN;0;178;68;42;21;54;57;53;59;50.7037037;2006;2010
13231;HRV;1;163;63;47;11;27;33;42;42;34.85185185;2006;2007
13235;FRA;0;174;58;29;12;5;44;49;49;47;2006;2006
13240;ESP;0;178;73;38;14;348;49;55;59;49.62643678;2007;2013
13253;GBR;0;158;78;32;13;6;51;57;57;49.66666667;2005;2008
13271;ITA;0;180;63;39;16;131;62;57;66;55.7480916;2006;2017
13274;NLD;0;173;63;44;27;79;49;49;62;51.50632911;2002;2014
13276;CAN;0;170;78;39;17;1;29;29;29;29;2006;2006
13292;POL;1;164;53;35;18;4;38;38;38;36.25;2006;2006
13294;SWE;0;189;88;41;14;2;42;38;42;40;2006;2006
13296;CZE;0;158;48;25;17;71;53;57;68;55.02816901;2006;2008
13299;USA;0;163;73;36;12;4;36;38;38;37;2011;2011
13301;CZE;0;185;68;27;17;11;40;36;49;39.36363636;2006;2007
13304;RUS;0;180;68;37;20;254;49;51;62;51.1496063;2006;2017
13308;POL;0;190;78;27;13;114;59;46;59;51.39473684;2007;2016
13309;NLD;0;179;58;26;18;181;53;62;66;56.96132597;2006;2013
13326;ESP;0;173;58;26;17;27;72;62;75;65.22222222;2006;2009
13328;ESP;0;183;83;45;17;11;44;44;49;46.18181818;2006;2016
13329;other;0;173;63;34;18;1;50;50;50;50;2006;2006
13332;USA;0;183;68;30;12;11;42;49;49;40.45454545;2006;2008
13333;DNK;0;188;78;44;15;7;43;44;49;45.28571429;2006;2006
13335;RUS;0;185;63;27;24;30;42;44;51;40.26666667;2009;2009
13341;other;0;178;63;37;17;8;64;56;64;58.75;2006;2006
13342;SWE;0;182;78;43;16;85;42;42;53;44.41176471;2006;2011
13350;PRT;0;171;68;45;11;103;36;40;44;35.81553398;2006;2015
13355;ESP;0;175;78;28;11;2;44;31;44;37.5;2007;2007
13357;AUT;0;188;83;49;22;1;57;57;57;57;2006;2006
13358;other;0;174;63;32;13;49;49;64;66;57.20408163;2004;2010
13367;SWE;0;183;73;41;13;16;49;49;57;50.6875;2007;2008
13369;BRA;1;165;58;36;14;1;40;40;40;40;2006;2006
13376;FRA;0;185;78;45;17;107;36;42;55;39.12149533;2008;2016
13377;other;0;183;78;40;18;166;49;44;57;44.86746988;2005;2016
13382;CAN;0;185;78;37;17;44;53;46;53;46;2006;2011
13392;SWE;0;182;68;42;13;88;40;36;53;40;2007;2017
13393;DEU;1;180;73;36;11;23;29;28;36;29.82608696;2008;2010
13394;ESP;1;169;58;26;13;11;55;49;55;50.63636364;2006;2008
13395;SWE;0;180;73;43;17;31;46;49;49;46.09677419;2003;2006
13397;SWE;0;182;73;29;11;2;38;40;40;39;2009;2009
13401;SWE;0;184;83;37;13;11;32;46;49;40.27272727;2006;2006
13403;other;0;178;68;32;13;158;46;62;68;46.97468354;2006;2016
13407;CHE;0;184;78;38;17;43;55;56;66;56.55813953;2006;2009
13424;ESP;0;175;73;42;14;2;29;29;29;29;2006;2006
13430;SWE;0;178;78;33;12;11;38;40;40;33.27272727;2006;2007
13439;ESP;0;175;78;35;18;2;40;40;40;40;2006;2006
13447;AUT;0;170;63;28;17;16;57;62;62;59.125;2004;2008
13456;SWE;0;187;78;39;12;33;44;53;53;40.33333333;2006;2010
13477;other;0;170;78;30;13;32;51;48;57;46.5;2006;2016
13480;NLD;0;188;78;46;27;58;59;59;59;51.36206897;2002;2009
13485;CHE;0;180;68;39;11;10;40;33;44;37.2;2006;2007
13492;GBR;0;170;58;28;16;2;62;57;62;59.5;2006;2006
13497;POL;0;179;63;31;17;224;58;49;68;52.5625;2006;2013
13499;AUS;0;187;78;42;17;14;49;44;49;44.14285714;2007;2008
13503;ITA;0;178;68;38;12;26;46;59;59;48.61538462;2006;2010
13513;NLD;1;167;58;47;20;154;44;40;53;39.54545455;2005;2010
13521;BRA;0;171;68;38;15;137;53;41;57;46.3649635;2006;2014
13522;ZAF;0;185;63;30;15;38;49;44;53;45.63157895;2006;2007
13523;USA;0;153;93;33;12;2;32;38;38;35;2006;2006
13528;AUS;0;184;78;28;13;12;58;44;58;50.5;2006;2006
