user_id;country;sex;height;weight;age;years_cl;grades_count;grades_first;grades_last;grades_max;grades_mean;year_first;year_last
1;SWE;0;177;73;41;21;84;36;55;62;46.75;1999;2001
3;SWE;0;180;78;44;22;12;53;51;59;52.83333333;1999;2000
4;SWE;1;165;58;33;16;119;53;49;64;53.8907563;2004;2009
10;SWE;0;167;63;52;25;298;53;49;63;49.40604027;2000;2017
16;NOR;0;177;68;44;21;5;53;49;53;51.4;1998;2010
17;SWE;0;193;78;42;17;4;36;36;36;34.5;2001;2002
19;BEL;0;180;68;36;21;32;49;46;49;37.25;2000;2002
28;CAN;0;180;68;45;29;86;53;46;64;50.39534884;2000;2017
34;other;0;180;68;21;24;11;51;46;53;48.36363636;2000;2001
38;GBR;0;178;73;35;24;323;55;55;71;57.73684211;2000;2017
39;NLD;0;178;78;45;21;8;53;42;53;47.75;2000;2000
47;SWE;0;188;83;42;17;5;29;29;44;33.4;2001;2001
48;SWE;0;178;73;39;17;6;38;44;44;41;2000;2001
51;SWE;0;181;68;36;20;233;40;44;62;45.06437768;2000;2008
52;SWE;0;182;68;35;21;67;59;57;62;56.1641791;1999;2003
54;SWE;0;183;73;40;18;26;51;62;62;49.42307692;2000;2006
69;USA;0;183;73;47;23;36;55;51;62;53.52777778;2000;2002
79;DEU;0;188;83;43;26;375;62;53;66;56.61066667;1999;2017
80;NOR;0;183;73;41;22;44;59;44;59;47.06818182;2000;2002
86;SWE;0;186;83;45;27;23;44;49;53;45.95652174;2000;2007
89;ITA;0;172;63;46;28;79;57;53;66;54.91139241;2001;2016
98;FRA;0;183;78;42;24;8;38;53;53;45.375;2000;1999
111;SWE;0;187;78;44;20;8;36;36;38;35.375;2000;1998
118;USA;0;178;63;36;20;231;72;77;77;66.45454545;2000;2015
121;POL;0;168;68;48;24;4;55;49;55;50.75;2000;2002
129;SWE;0;180;73;40;17;192;51;46;62;51.88541667;2001;2011
137;NOR;0;184;78;42;17;24;53;53;59;53.33333333;2000;2002
148;ZAF;0;194;78;48;24;27;46;38;55;42.7037037;2001;2003
151;FRA;0;180;73;48;27;329;53;62;70;58.65957447;2000;2017
155;GBR;0;179;68;42;23;68;59;66;66;57.67647059;1999;2002
158;SWE;0;187;73;39;22;2;62;62;62;62;2000;2000
164;POL;0;173;73;45;26;1155;49;56;66;53.21385281;2000;2016
165;PRT;0;172;58;42;17;78;38;51;51;39.15384615;2003;2006
166;other;0;165;63;42;19;40;46;38;62;49.325;2008;2017
178;NOR;0;170;68;47;27;203;59;62;68;58.24630542;1999;2015
190;NOR;0;177;78;35;20;82;62;49;66;55.19512195;2001;2008
206;SWE;0;195;83;46;25;25;53;46;55;47.48;2001;2007
207;other;0;165;63;39;21;61;57;57;64;60.42622951;2001;2009
212;AUS;0;185;68;44;29;92;59;62;68;60.05434783;2000;2007
213;DEU;0;193;83;37;23;46;59;57;66;57.30434783;2000;2005
215;USA;0;174;73;32;22;10;57;57;64;57.2;2000;2002
218;SWE;0;178;68;44;20;90;40;46;55;45.91111111;2001;2010
220;SWE;0;191;88;36;17;22;33;33;44;35.31818182;2000;2002
228;CZE;0;178;63;40;29;47;64;62;72;65.91489362;2000;2011
235;FRA;0;184;68;44;27;143;62;53;70;61.65034965;2000;2013
238;FRA;0;180;73;38;22;89;66;64;67;59.52808989;2000;2011
240;FRA;0;173;63;51;26;232;51;49;62;51.80172414;1999;2012
242;other;0;176;63;38;20;5;40;51;51;43.4;2000;2000
264;SWE;0;186;63;31;17;3;40;36;42;39.33333333;2001;2001
276;BEL;0;175;63;37;21;69;66;62;75;64.98550725;2000;2006
281;AUT;0;175;68;40;17;16;40;44;49;38.8125;2002;2003
308;ESP;0;180;63;36;17;26;62;70;72;67.76923077;2000;2003
311;CAN;0;175;63;29;26;5;49;51;53;51;2001;2002
312;USA;0;180;73;45;27;441;53;55;59;49.90249433;2000;2017
322;other;0;165;43;41;19;16;38;53;55;44.375;2000;2002
350;CAN;0;173;63;44;24;13;51;62;62;51.46153846;2002;2008
354;SWE;0;179;73;37;21;23;53;49;59;52.30434783;2001;2002
355;GBR;0;165;58;41;27;311;62;46;70;54.53376206;2002;2015
361;PRT;0;167;73;34;20;19;49;53;64;54.94736842;2000;2005
362;NLD;0;170;68;47;26;49;33;29;44;33.20408163;2000;2006
366;SWE;0;185;83;42;21;11;49;55;62;52.36363636;2002;2005
382;CAN;0;182;78;39;23;4;51;59;59;56.5;2000;2009
384;AUT;0;183;78;40;20;4;57;57;62;57.75;2000;2001
394;SWE;0;178;63;35;19;123;59;49;66;53.96747967;2000;2012
395;GBR;0;170;68;39;19;7;49;57;62;52.85714286;1998;2001
396;SWE;0;174;63;43;21;21;49;53;53;48;2002;2002
399;SWE;0;178;63;38;22;34;36;44;49;39.67647059;1997;2005
403;POL;0;182;78;44;27;258;59;55;66;53.99224806;2000;2015
405;SWE;0;182;73;35;17;44;62;58;62;53.63636364;2000;2010
408;PRT;0;172;63;32;16;399;49;64;71;58.39598997;2001;2017
423;FRA;0;180;73;49;28;11;49;49;53;49;2000;2002
439;USA;0;181;78;44;27;18;62;57;62;55.88888889;2000;2001
441;ITA;0;170;68;44;25;301;70;64;72;53.60797342;2001;2017
442;SWE;0;175;68;32;18;93;29;59;65;54.58064516;2000;2010
443;ZAF;0;174;63;39;20;26;55;49;59;50.46153846;2001;2010
444;USA;0;166;73;36;22;14;53;44;57;46.21428571;2001;2008
446;USA;0;185;78;44;24;25;64;55;66;58.92;2000;2008
452;USA;0;178;68;31;21;198;59;64;77;63.56565657;2000;2012
459;NLD;0;180;73;44;21;176;49;49;62;51.63068182;1999;2011
462;FRA;0;176;68;49;22;19;49;55;57;53.94736842;2000;2001
473;CAN;0;190;73;37;21;68;64;59;70;62.52941176;2000;2015
476;USA;0;173;68;37;21;203;70;71;75;65.10837438;2000;2016
478;FRA;0;180;73;46;19;7;42;36;42;40;2001;2002
479;BEL;0;173;68;46;26;46;53;49;53;43.67391304;1999;2004
483;BEL;0;178;63;43;21;17;49;40;55;46.11764706;2000;2001
486;ITA;0;170;58;30;21;137;71;72;76;66.77372263;2007;2015
488;POL;0;170;68;44;26;67;40;40;53;39.2238806;2000;2014
489;POL;0;171;63;42;25;187;55;66;66;55.6631016;2000;2017
490;SWE;0;173;68;43;18;4;49;46;49;43.75;2000;2000
493;NLD;0;180;78;46;25;1711;62;31;64;43.05610754;2000;2015
515;USA;0;196;73;34;17;3;36;36;38;36.66666667;2003;2003
523;SWE;0;179;68;45;20;7;36;46;49;45.28571429;2002;2007
526;FRA;0;176;63;42;22;140;64;59;66;59.56428571;2000;2010
531;FRA;0;180;68;33;17;9;31;36;46;40.66666667;2000;2005
532;BEL;0;186;78;44;26;113;59;55;62;52.0619469;2000;2004
533;HRV;0;181;73;59;17;143;33;36;46;35.06993007;2001;2008
536;HRV;0;173;63;42;24;13;68;66;68;64.38461538;2001;2002
554;NOR;0;190;68;33;17;9;46;44;46;39.88888889;2001;2002
557;SWE;0;176;68;38;17;1;42;42;42;42;2003;2003
558;SWE;0;170;68;46;17;30;49;38;51;41.43333333;2001;2002
562;ITA;0;163;53;39;20;1;49;49;49;49;2001;2001
565;USA;0;178;68;45;22;28;62;53;66;56.25;2000;2014
576;CAN;0;167;58;35;20;8;51;49;59;52;2000;2002
583;NOR;0;183;78;45;22;98;44;54;69;55.6122449;2001;2017
592;AUT;0;168;53;33;22;11;62;64;64;58.27272727;2001;2002
594;CAN;0;172;73;35;19;22;68;70;70;64.90909091;2001;2004
602;ZAF;0;180;73;42;17;73;36;31;49;36.39726027;2002;2004
604;SWE;0;188;83;43;19;54;49;51;53;40.66666667;2001;2002
622;ZAF;0;178;68;36;17;21;44;46;57;50.42857143;2001;2004
623;FRA;0;173;68;45;29;50;53;53;62;52.04;2000;2011
626;SWE;0;179;78;36;22;7;49;42;51;44.57142857;2002;2002
633;DEU;0;183;68;39;17;187;40;46;55;41.05347594;2005;2017
639;SWE;0;186;73;48;28;3;40;40;51;43.66666667;2002;2004
642;SWE;0;176;63;40;23;83;64;61;68;62.53012048;1999;2010
644;SWE;0;175;73;45;18;1;40;40;40;40;2001;2001
647;SWE;0;187;83;39;18;19;46;38;53;44.94736842;2001;2001
649;BEL;0;181;73;40;25;1;46;46;46;46;2000;2000
654;CAN;0;171;63;50;29;251;59;49;68;57.05179283;2001;2016
659;other;0;182;73;44;20;207;55;53;64;53.57971014;2001;2017
660;SWE;0;178;68;46;17;36;57;51;62;53.5;2001;2003
662;USA;0;177;73;41;18;1;51;51;51;51;2002;2002
667;USA;0;168;53;31;19;12;42;51;51;36.66666667;2001;2002
669;NLD;0;186;73;44;23;15;40;42;49;35;2001;2004
673;SWE;0;170;63;39;25;23;44;33;51;40.04347826;2001;2009
676;USA;0;182;83;34;20;33;44;44;64;51.81818182;2001;2015
678;SWE;0;186;83;53;27;26;55;44;55;40.61538462;2001;2013
679;SWE;0;173;63;37;21;109;53;55;62;52.37614679;2000;2008
685;USA;0;160;68;41;23;5;44;46;46;45.2;2007;2007
699;SWE;0;186;73;46;19;178;59;56;66;55.30337079;2006;2013
707;ZAF;0;170;58;36;17;36;42;38;53;39.08333333;2001;2008
710;ITA;0;162;53;44;23;139;62;64;64;57.17985612;2002;2017
711;SWE;0;167;63;43;17;2;33;31;33;32;2001;2001
714;ITA;0;173;63;41;17;60;49;55;62;51.48333333;1998;2005
720;SWE;0;174;73;45;21;16;53;40;55;49.625;1999;2003
722;ZAF;0;186;73;37;20;53;57;49;66;51.1509434;2001;2010
727;CAN;0;175;68;51;25;4;51;55;55;53;2000;2000
747;NOR;0;184;78;44;24;228;55;44;66;53.28947368;2001;2017
757;SWE;0;180;68;42;20;364;53;59;64;50.5521978;1999;2013
764;ITA;0;173;58;46;29;12;59;63;66;62.41666667;2001;2007
766;GBR;0;180;73;42;27;9;42;44;49;46.22222222;2001;2002
775;SWE;0;189;78;40;23;6;62;59;62;59;2001;2002
784;DEU;0;176;68;44;28;22;62;64;64;59.5;2001;2004
785;MEX;0;176;88;46;22;2;46;49;49;47.5;2000;2001
786;AUT;0;173;73;41;19;41;49;57;62;51.24390244;2006;2015
787;MEX;0;186;73;46;21;27;59;44;59;46.85185185;2001;2004
803;USA;0;165;63;43;22;255;59;49;66;54.10196078;2000;2011
808;other;0;172;63;64;17;16;33;38;44;39.375;2002;2003
811;DEU;0;173;63;44;27;49;59;55;62;53.3877551;1999;2003
812;CAN;0;175;68;43;26;35;29;51;59;43.45714286;2001;2005
815;ITA;0;192;83;15;23;17;46;49;55;49.52941176;2002;2002
816;FRA;0;178;68;38;27;35;66;62;70;64.57142857;2001;2005
821;ESP;0;170;68;37;21;214;51;62;68;57.04672897;2000;2013
823;USA;0;178;73;35;20;3;62;57;62;58.66666667;2000;2002
830;GBR;0;178;63;40;23;371;53;53;68;54.01078167;2000;2017
841;BEL;0;175;73;35;27;175;57;53;66;55.42857143;2001;2014
848;NLD;0;186;78;45;23;571;55;40;64;45.36252189;2001;2017
851;other;0;175;63;44;26;269;57;51;70;59.66914498;2000;2017
853;BRA;0;184;63;42;22;13;53;49;53;41.38461538;2000;2006
863;CHE;0;175;68;35;20;126;53;61;66;56.43650794;2001;2011
865;other;0;176;63;40;17;4;36;40;40;37.5;2001;2005
886;SWE;1;156;48;44;17;93;44;49;53;43.4516129;2001;2008
895;SWE;0;182;78;44;22;14;44;51;53;47.85714286;2001;2003
899;USA;0;185;78;47;28;3;51;51;51;51;1998;2001
902;AUT;0;166;63;37;21;136;57;62;66;58.15441176;2001;2016
925;USA;0;178;63;35;16;7;29;33;42;34.57142857;2001;2001
927;other;0;181;73;37;16;459;36;62;66;45.66448802;2001;2013
938;SWE;0;190;68;48;20;199;53;31;59;44.67839196;2000;2009
944;CHE;0;167;78;46;29;101;51;51;62;53.21782178;1991;2017
951;other;0;182;83;35;19;46;55;38;59;48.60869565;2000;2009
959;SWE;0;188;73;39;24;18;53;46;53;47.88888889;2001;2001
963;SVN;0;172;73;37;17;12;55;51;55;51.33333333;2001;2012
967;ZAF;0;193;73;40;22;16;49;33;49;41.4375;2000;2007
973;ZAF;0;185;73;37;17;267;40;44;57;44.35205993;2001;2010
977;ZAF;0;190;83;39;17;20;31;42;42;33.15;2000;2001
978;ZAF;0;180;73;36;19;123;46;42;55;40.76422764;2001;2009
980;DEU;0;170;68;44;24;36;55;55;62;53.5;2001;2006
987;other;0;170;58;40;19;9;46;42;53;41.55555556;2000;2001
1000;HRV;0;174;58;30;16;135;29;49;55;38.98518519;2001;2008
1001;SWE;1;167;58;35;19;16;42;42;49;43.4375;2001;2002
1003;DEU;0;171;63;43;17;2;55;44;55;49.5;2002;2002
1004;NLD;0;183;68;40;27;324;62;62;68;56.93209877;1995;2017
1013;other;0;181;63;36;22;16;62;62;66;62.5;2000;2001
1016;ZAF;0;171;68;33;18;70;53;64;66;54;2001;2011
1024;SWE;0;178;68;47;26;76;31;31;49;35.09210526;2002;2009
1034;USA;0;168;58;34;23;54;59;64;70;63.46296296;2002;2006
1039;GBR;0;175;58;33;16;6;36;36;38;35.66666667;2001;2001
1045;other;0;171;58;44;19;11;38;49;53;44.45454545;1999;2007
1051;ESP;0;159;48;36;21;614;70;62;77;66.23778502;2001;2017
1053;SWE;0;179;88;47;23;2;44;46;46;45;2008;2008
1054;ITA;0;176;63;37;17;4;62;59;62;57.25;2000;2001
1058;ZAF;0;180;78;39;16;10;33;31;38;32.5;2001;2003
1066;SWE;0;175;63;40;23;88;53;51;62;50.18181818;2002;2012
1067;SWE;0;169;63;37;17;89;36;46;55;42.98876404;2003;2011
1082;NLD;0;186;73;33;21;257;62;62;68;59.27626459;2001;2017
1095;POL;0;174;78;47;27;163;59;40;62;43.87116564;1997;2014
1096;POL;0;185;68;33;17;88;40;52;61;49.06818182;2001;2006
1099;BEL;0;169;63;52;26;77;55;49;62;51.58441558;2001;2004
1100;SWE;1;168;63;42;19;9;40;36;40;37.11111111;2001;2003
1112;DNK;0;186;73;40;19;333;49;64;64;52.96096096;2001;2017
1117;HRV;1;160;53;41;17;47;38;46;46;36.29787234;2001;2005
1118;AUT;0;179;63;44;26;127;57;49;62;52.20472441;2001;2014
1134;other;0;178;73;41;25;34;55;55;57;48.64705882;2001;2002
1146;USA;0;175;68;53;18;25;36;49;56;46.76;2002;2008
1160;FRA;0;175;63;42;4;2;66;62;66;64;2003;2003
1166;other;0;183;78;42;22;12;57;59;62;58.33333333;2001;2009
1185;FRA;0;170;63;39;24;160;62;59;68;58.9;2001;2000
1193;GBR;0;178;73;39;23;1;57;57;57;57;2001;2001
1197;ESP;0;180;58;36;17;4;49;46;49;45.5;2001;2002
1210;FRA;0;164;48;38;20;2;66;64;66;65;2003;2002
1225;POL;0;169;78;48;24;434;55;44;59;45.33179724;2001;2015
1229;SWE;0;195;83;46;17;14;40;49;53;43.21428571;2000;2004
1230;POL;1;170;53;39;24;508;51;53;62;49.83464567;2000;2016
1233;FRA;0;180;78;38;25;10;51;55;57;50.1;2001;2003
1243;NLD;0;180;83;39;24;89;59;49;64;52.70786517;2000;2012
1246;ZAF;0;160;53;30;22;3;40;40;44;41.33333333;2001;2001
1255;BEL;0;178;63;37;22;12;59;49;59;52.16666667;2000;1997
1257;ITA;0;175;53;43;17;55;44;36;49;40.07272727;2001;2007
1263;ESP;0;174;68;37;27;108;64;62;77;66.89814815;2000;2015
1264;SWE;0;190;88;42;18;182;33;38;53;42.16483516;2002;2012
1266;USA;0;170;63;41;20;408;66;51;68;48.80882353;2001;2015
1273;SWE;0;172;73;49;16;17;31;38;40;33.82352941;2001;2001
1277;BEL;0;176;63;40;27;101;62;57;68;61.53465347;2000;2012
1281;ITA;0;162;53;50;24;597;49;53;66;50.64321608;2009;2017
1289;SVN;0;167;58;36;25;168;66;64;70;62.5;2001;2014
1292;POL;0;184;73;44;25;153;53;46;62;50.95424837;2001;2017
1298;ESP;0;172;68;43;21;48;55;55;62;54.5;2000;2002
1305;CAN;0;181;73;36;17;81;49;55;68;54.14814815;2001;2014
1311;DEU;0;177;78;39;21;118;49;49;62;53.36440678;2004;2016
1315;USA;1;150;48;42;18;53;46;57;62;52.30188679;2001;2007
1320;ITA;0;160;58;49;22;6;59;53;59;53.33333333;2001;2001
1323;USA;0;175;73;41;23;43;51;36;53;39;2001;2017
1328;POL;0;172;68;46;25;765;59;53;62;49.05359477;2001;2017
1331;PRT;0;182;73;40;17;260;38;49;59;46.93461538;2001;2016
1337;ITA;0;165;63;38;21;217;62;53;68;59.15207373;2001;2016
1340;AUS;0;179;68;35;22;172;68;62;72;62.79069767;2001;2016
1351;ZAF;0;185;68;37;20;2;49;49;49;49;2000;2001
1353;AUS;1;161;53;34;2;214;66;57;72;55.93925234;2001;2012
1364;CZE;0;180;78;50;20;10;31;33;36;32.9;2002;2002
1366;DEU;0;175;68;39;21;9;57;52;57;52;2003;2006
1371;SWE;0;173;68;37;21;18;46;44;53;44.77777778;2001;2003
1374;AUS;0;167;68;30;19;88;62;51;68;59.94318182;2000;2009
1380;GBR;0;173;63;40;21;18;57;53;62;51.94444444;2001;2002
1382;BEL;1;145;43;28;22;34;44;36;44;37.20588235;2001;2003
1392;BEL;0;180;73;37;17;5;36;33;36;33.6;2001;2002
1406;SWE;0;176;68;32;20;18;46;55;62;50;1998;2007
1417;AUS;0;185;78;44;25;29;62;59;66;58.37931034;2001;2002
1420;ESP;0;174;63;37;27;16;62;64;64;60.1875;2001;2003
1435;other;0;173;63;40;17;37;66;62;68;61.7027027;2001;2003
1446;ZAF;0;187;83;46;21;4;33;31;33;32.5;2000;2000
1451;NLD;0;183;73;34;20;34;49;53;62;52.44117647;2000;2012
1452;AUS;0;186;68;32;17;36;57;57;66;55.44444444;2001;2003
1458;ESP;0;181;78;41;26;258;62;59;64;51.68604651;2001;2016
1459;AUS;0;172;63;42;20;15;57;59;66;58.33333333;2001;2002
1465;ITA;0;175;68;57;28;138;55;57;64;55.91304348;2001;2016
1469;other;0;192;88;42;18;16;29;36;42;34.8125;2001;2002
1470;FRA;0;178;68;35;22;19;59;66;66;61.26315789;2001;2003
1476;CZE;0;185;68;24;18;683;55;72;77;66.04831625;2001;2017
1479;NLD;0;183;68;44;26;56;57;57;57;50.23214286;2001;2004
1487;ESP;0;172;63;41;17;5;49;49;57;48.6;2001;2003
1490;USA;1;160;58;43;20;23;51;44;53;47.7826087;1999;2004
1492;DNK;0;180;78;45;20;12;40;42;53;43.66666667;2002;2003
1498;POL;0;185;68;36;18;76;53;62;66;53.13157895;2001;2008
1500;other;0;177;63;44;28;81;66;65;68;62.81481481;2001;2008
1503;CHE;0;187;83;36;22;33;62;53;62;53.78787879;2001;2007
1505;SWE;0;186;78;42;19;13;31;31;31;30.07692308;2002;2003
1506;ITA;0;179;63;32;20;111;64;57;70;61.32432432;2009;2017
1518;FRA;0;187;73;46;25;21;59;62;64;57.9047619;2001;2003
1519;DNK;0;184;73;33;21;10;53;51;59;49.7;2002;2002
1522;USA;0;158;93;47;24;127;51;46;62;51.72440945;2002;2014
1524;SWE;0;171;68;46;16;21;38;31;44;35.9047619;2002;2003
1528;HRV;0;183;73;42;25;51;53;51;55;45.96078431;2001;2003
1533;ESP;0;175;63;41;27;20;40;49;57;48.75;2001;2002
1538;FRA;1;179;63;36;22;24;64;62;66;60.45833333;2001;2003
1543;CAN;0;175;88;42;23;8;51;42;53;47.5;2001;2004
1548;USA;1;156;48;31;21;89;51;59;69;59.93258427;2001;2009
1551;AUS;0;178;78;32;18;79;64;72;72;62.88607595;2003;2012
1585;USA;0;177;73;45;28;1;51;51;51;51;1997;1997
1586;DEU;1;168;53;49;28;29;64;59;68;61.37931034;2001;2006
1588;USA;0;173;68;39;22;168;62;51;66;55.55952381;2001;2012
1591;SWE;0;190;73;44;24;23;44;49;57;47.60869565;2001;2015
1592;AUS;0;185;63;31;16;9;42;55;55;48.11111111;2001;2005
1600;SWE;0;190;83;44;17;5;36;40;40;38.4;2001;2003
1608;DEU;0;183;73;33;16;71;31;53;59;47.83098592;2002;2010
1609;NLD;0;190;78;15;20;18;49;53;53;44.72222222;2001;2003
1614;other;0;182;78;32;17;20;38;55;55;42.6;2000;2001
1626;AUS;0;174;63;32;22;20;64;68;68;58.3;2002;2009
1627;SWE;0;178;78;52;24;24;36;40;42;37.08333333;2001;2003
1628;FRA;1;162;48;44;24;14;64;64;64;59.85714286;2001;2002
1636;SWE;0;178;68;35;18;328;55;51;64;52.72865854;2002;2014
1639;SWE;0;179;73;35;18;4;46;44;53;49;2005;2005
1641;SWE;0;183;73;42;24;12;44;36;49;40.33333333;2002;2002
1644;other;0;185;73;40;20;134;59;55;64;52.95522388;2002;2014
1649;PRT;0;169;63;40;18;7;40;33;40;34.71428571;2002;2002
1654;SWE;0;183;73;48;16;4;31;33;36;32.75;2004;2004
1658;other;0;165;53;42;17;14;51;49;57;50.28571429;2001;2004
1660;AUT;0;181;68;35;21;41;62;66;70;59.17073171;2004;2010
1668;other;0;178;68;35;18;4;36;38;38;36.5;2002;2002
1671;RUS;0;168;58;41;25;390;64;59;68;52.33846154;2000;2017
1680;NLD;0;180;63;37;20;48;62;62;66;62.10416667;2002;2014
1688;RUS;0;175;68;36;22;211;62;59;68;60.57819905;2001;2017
1690;ESP;0;173;63;43;25;22;62;62;64;61.54545455;2001;2002
1698;ITA;0;175;68;42;17;60;42;36;49;37.06666667;2004;2008
1707;NLD;0;194;73;41;16;1;29;29;29;29;2002;2002
1714;AUS;0;187;83;43;18;18;29;38;38;32.94444444;2002;2002
1720;CHE;0;180;73;41;17;44;59;53;62;55.15909091;2002;2004
1721;DEU;0;184;68;32;18;34;49;75;75;69.29411765;2001;2016
1722;AUS;1;167;63;40;17;76;46;38;53;45.27631579;2001;2005
1724;other;0;155;53;46;18;27;59;53;59;48.37037037;2001;2003
1726;FRA;0;172;63;31;19;15;49;55;57;51.4;2001;2002
1735;FRA;0;183;73;34;22;66;57;49;62;52.46969697;2001;2005
1736;HRV;0;175;68;41;17;199;49;51;65;53.03517588;2002;2012
1764;ESP;0;171;63;44;22;5;57;53;57;55;2001;2003
1790;USA;0;170;73;40;22;1;46;46;46;46;2002;2002
1802;SWE;0;170;58;43;28;33;66;51;66;55.66666667;2002;2001
1806;DEU;0;175;68;34;19;295;49;49;66;53.89830508;2001;2017
1817;other;0;169;58;44;20;198;62;59;68;52.37878788;2001;2017
1821;DNK;0;180;68;42;25;76;59;62;66;53.56578947;2002;2010
1822;DNK;0;175;63;50;21;567;53;46;62;49.43386243;2002;2016
1827;CAN;0;187;83;38;23;30;62;51;66;57.96666667;2000;2010
1830;other;0;190;83;35;18;80;55;62;62;50.9;2002;2011
1831;GBR;0;175;83;41;23;10;53;49;53;42.8;2002;2002
1834;ITA;0;176;68;41;17;16;53;53;57;52.0625;2002;2003
1836;CAN;0;181;78;37;18;134;62;59;70;56.90298507;2002;2009
1844;USA;0;178;68;50;24;100;59;46;62;54.37;2001;2014
1845;SWE;0;180;73;45;23;34;42;36;49;38.64705882;2003;2007
1850;BRA;0;178;78;38;21;104;38;36;55;42.76923077;2002;2016
1855;SWE;0;177;63;41;19;29;42;36;49;37.03448276;2002;2003
1856;SWE;0;170;68;44;21;24;33;38;44;35.70833333;2001;2002
1860;DEU;0;173;68;32;17;98;59;64;68;55.94897959;2001;2007
1861;DNK;0;180;68;41;28;53;51;62;62;52.30188679;2002;2004
1862;SWE;0;184;88;40;17;136;49;42;55;41.18382353;2002;2015
1863;SWE;0;173;63;41;16;9;36;42;46;37.88888889;2002;2002
1866;SWE;0;167;63;36;21;27;62;55;64;53.22222222;2002;2005
1867;AUS;0;176;68;35;17;108;53;64;66;58.12037037;2001;2015
1874;SWE;0;186;83;40;19;51;33;49;49;39.29411765;2002;2010
1875;SWE;0;179;73;40;16;488;36;57;62;44.63729508;2003;2011
1878;NLD;0;180;73;40;24;160;66;57;70;59.85625;2000;2017
1882;ITA;0;179;68;41;17;24;49;49;55;47.79166667;2002;2003
1894;SWE;1;155;53;35;21;15;40;38;53;43.33333333;2003;2007
1919;SVN;1;164;58;48;23;65;55;44;55;43.76923077;2002;2002
1920;SWE;0;180;93;43;16;17;31;31;40;32.82352941;2003;2008
1921;NLD;0;180;83;50;28;23;49;40;49;41.73913043;1997;2014
1934;AUT;0;172;68;46;27;158;57;53;62;50.50632911;2002;2011
1935;ESP;0;171;63;42;19;4;49;49;49;49;2001;2001
1946;BRA;0;183;73;39;20;18;40;33;55;44.22222222;2002;2002
1949;SWE;0;180;68;32;19;155;62;64;68;59.58709677;2002;2014
1967;SWE;0;183;83;46;24;1;36;36;36;36;2003;2003
1973;NOR;0;182;73;30;18;12;49;55;57;50.16666667;2003;2011
1974;USA;0;177;68;34;17;118;46;62;62;48.56779661;2002;2016
1978;CAN;0;175;68;39;18;3;46;46;46;46;2001;2001
1984;NLD;0;178;68;46;26;594;51;49;57;41.87205387;2002;2017
1989;ITA;0;181;68;36;17;44;42;55;57;48.63636364;2002;2006
1994;AUS;0;175;73;45;25;46;51;51;55;46.63043478;2006;2017
2010;AUS;0;175;78;47;28;53;51;46;53;45.50943396;2002;2003
2016;FRA;0;182;68;32;19;8;62;55;66;59;2001;2002
2020;GBR;0;172;73;41;25;16;49;62;64;54.625;2005;2017
2024;AUS;0;180;73;41;20;28;57;59;62;52.46428571;2003;2007
2025;AUS;1;159;53;39;20;4;53;57;57;53.5;2003;2003
2030;ITA;0;174;58;38;22;45;38;53;57;46.02222222;2001;2011
2034;USA;0;172;78;40;22;922;59;46;68;51.4989154;2001;2017
2038;ESP;0;172;63;44;15;46;51;49;55;48.7173913;2012;2012
2043;ESP;0;172;63;38;21;14;62;44;66;55.5;2001;2002
2047;POL;0;184;88;42;27;164;62;36;62;47.01219512;2000;2017
2052;ITA;0;167;58;34;17;4;55;38;55;42.75;2002;2002
2058;ZAF;0;184;83;43;17;11;42;31;42;32.27272727;2002;2002
2059;ITA;1;172;53;40;17;65;57;57;62;52.96923077;2001;2009
2063;ZAF;0;175;73;32;16;13;31;36;42;33.76923077;2002;2002
2078;BEL;1;162;53;33;15;1;33;33;33;33;2002;2002
2079;BEL;0;175;73;36;16;1;29;29;29;29;2002;2002
2089;ITA;0;190;78;39;17;11;38;55;55;45.18181818;2001;2003
2093;SWE;0;177;73;46;20;2;53;40;53;46.5;2002;2002
2095;AUS;0;176;73;41;25;139;49;33;53;37.67625899;2002;2011
2101;DEU;0;180;73;46;20;100;51;46;59;50.13;2002;2012
2111;ESP;1;158;58;41;17;641;36;44;59;42.01404056;2001;2017
2122;BRA;0;174;73;38;22;329;59;53;62;49.83890578;2000;2017
2130;DNK;0;183;73;45;21;16;53;44;53;47.75;2002;2002
2132;AUT;0;174;68;33;16;603;49;59;69;56.15754561;2002;2017
2138;ZAF;0;165;68;32;17;7;38;29;38;33.71428571;2001;2001
2159;ITA;1;162;48;43;21;5;49;41;53;49;2002;2003
2161;FRA;0;173;63;38;17;30;36;40;49;39.6;2006;2011
2163;FRA;0;183;73;34;18;20;55;55;59;54.9;2003;2005
2170;SWE;0;177;73;51;17;7;31;44;46;37.85714286;2002;2008
2174;FIN;0;186;73;43;24;8;42;40;46;42;2002;2002
2180;FRA;0;174;68;38;15;1;36;36;36;36;2002;2002
2181;FRA;0;185;68;34;22;36;64;57;70;61.13888889;2001;2003
2187;DEU;0;195;83;57;24;69;57;49;57;52.66666667;2001;2011
2190;SWE;1;158;48;49;17;45;51;44;55;40.17777778;2002;2012
2200;NOR;0;193;83;42;16;1;38;38;38;38;2002;2002
2202;AUS;0;188;88;33;16;1;31;31;31;31;2002;2002
2210;ITA;0;170;63;45;19;135;53;49;64;51.57777778;2002;2016
2213;NOR;0;173;68;29;17;186;64;69;75;65.69354839;2003;2017
2214;BRA;1;161;53;34;18;2;49;55;55;52;2002;2003
